USER,PID,%CPU,%MEM,VSZ,RSS,TTY,STAT,START,TIME,COMMAND
52,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/12],
29,0.0,0.0,0,0,?,S,01:41,0:00,[migration/4],
51,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/12],
50,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/10:0H-events_highpri],
48,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/10],
47,0.0,0.0,0,0,?,S,01:41,0:00,[migration/10],
46,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/10],
45,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/10],
44,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/8:0H-events_highpri],
42,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/8],
41,0.0,0.0,0,0,?,S,01:41,0:00,[migration/8],
40,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/8],
39,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/8],
38,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/6:0H-events_highpri],
36,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/6],
35,0.0,0.0,0,0,?,S,01:41,0:00,[migration/6],
34,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/6],
33,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/6],
32,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/4:0H-events_highpri],
31,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/4:0-events],
30,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/4],
108,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/15],
111,0.0,0.0,0,0,?,S,01:41,0:00,[kdevtmpfs],
1433,0.0,0.0,318448,12476,?,Ssl,01:42,0:00,/usr/sbin/ModemManager,
263,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/1:1H-kblockd],
577,0.0,0.0,30848,8832,?,Ss,01:41,0:00,/usr/lib/systemd/systemd-udevd,
440,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/12:2-mm_percpu_wq],
430,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-ext4-],
429,0.0,0.0,0,0,?,S,01:41,0:00,[jbd2/nvme0n1p2-8],
401,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-USBC0],
342,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-nvme-],
341,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-nvme-],
340,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-nvme-],
339,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-nvme-],
261,0.0,0.0,0,0,?,S,01:41,0:04,[irq/39-ELAN074E:00],
112,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-inet_],
259,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/4:1H-kblockd],
257,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/9:1H-kblockd],
256,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/7:1H-kblockd],
255,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/5:1H-kblockd],
254,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/3:1H-kblockd],
253,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/6:1H-kblockd],
251,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/11:1H-kblockd],
250,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/12:1H-kblockd],
239,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/8:1H-kblockd],
653,0.0,0.0,0,0,?,S,01:41,0:00,[psimon],
726,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/15:2-cgroup_destroy],
751,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-crypt],
872,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-cfg80],
2,0.0,0.0,0,0,?,S,01:41,0:00,[kthreadd],
1374,0.0,0.0,222508,5888,?,Ssl,01:42,0:00,/usr/sbin/rsyslogd,-n
1322,0.0,0.0,8420,1284,?,S,01:42,0:00,avahi-daemon:,chroot
1319,0.0,0.0,470184,14100,?,Ssl,01:42,0:00,/usr/libexec/udisks2/udisksd,
1316,0.0,0.0,18180,8988,?,Ss,01:42,0:01,/usr/lib/systemd/systemd-logind,
1310,0.0,0.0,309788,6528,?,Ssl,01:42,0:00,/usr/libexec/switcheroo-control,
1300,0.0,0.0,313632,7744,?,Ssl,01:42,0:00,/usr/libexec/power-profiles-daemon,
1298,0.0,0.0,390976,11420,?,Ssl,01:41,0:00,/usr/lib/polkit-1/polkitd,--no-debug
1290,0.0,0.0,12416,6784,?,Ss,01:41,0:03,@dbus-daemon,--system
1289,0.0,0.0,9424,2688,?,Ss,01:41,0:00,/usr/sbin/cron,-f
1288,0.0,0.0,13672,6528,?,Ss,01:41,0:00,/usr/libexec/bluetooth/bluetoothd,
1287,0.0,0.0,8764,4096,?,Ss,01:41,0:00,avahi-daemon:,running
1284,0.0,0.0,313368,7356,?,Ssl,01:41,0:00,/usr/libexec/accounts-daemon,
1175,0.0,0.0,91044,7552,?,Ssl,01:41,0:00,/usr/lib/systemd/systemd-timesyncd,
1172,0.0,0.0,21848,12032,?,Ss,01:41,0:00,/usr/lib/systemd/systemd-resolved,
1163,0.0,0.0,17556,7424,?,Ss,01:41,0:02,/usr/lib/systemd/systemd-oomd,
1119,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-ttm],
1014,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-amdgp],
979,0.0,0.0,0,0,?,S,01:41,0:35,[irq/76-rtw89_pci],
238,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/10:1H-kblockd],
217,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/2:1H-kblockd],
216,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/0:1H-kblockd],
137,0.0,0.0,0,0,?,S,01:41,0:00,[irq/26-AMD-Vi0-PPR],
135,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/14:1H-kblockd],
134,0.0,0.0,0,0,?,S,01:41,0:00,[watchdogd],
133,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-devfr],
132,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-edac-],
131,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-md_bi],
130,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-md],
129,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-ata_s],
128,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-tpm_d],
126,0.0,0.0,0,0,?,S,01:41,0:00,[irq/9-acpi],
125,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-blkcg],
124,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-kbloc],
123,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-kinte],
122,0.0,0.0,0,0,?,SN,01:41,0:00,[khugepaged],
120,0.0,0.0,0,0,?,SN,01:41,0:00,[ksmd],
119,0.0,0.0,0,0,?,S,01:41,0:00,[kcompactd0],
118,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-write],
116,0.0,0.0,0,0,?,S,01:41,0:00,[oom_reaper],
115,0.0,0.0,0,0,?,S,01:41,0:00,[khungtaskd],
114,0.0,0.0,0,0,?,S,01:41,0:00,[kauditd],
136,0.0,0.0,0,0,?,S,01:41,0:00,[irq/25-AMD-Vi0-Evt],
138,0.0,0.0,0,0,?,S,01:41,0:00,[irq/27-AMD-Vi0-GA],
212,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/13:1H-kblockd],
140,0.0,0.0,0,0,?,S,01:41,0:00,[kswapd0],
189,0.0,0.0,0,0,?,S,01:41,0:00,[irq/35-ACPI:Event],
188,0.0,0.0,0,0,?,S,01:41,0:00,[irq/34-ACPI:Event],
187,0.0,0.0,0,0,?,S,01:41,0:00,[irq/33-ACPI:Event],
186,0.0,0.0,0,0,?,S,01:41,0:00,[irq/32-ACPI:Event],
185,0.0,0.0,0,0,?,S,01:41,0:00,[irq/31-ACPI:Event],
184,0.0,0.0,0,0,?,S,01:41,0:00,[irq/30-ACPI:Event],
183,0.0,0.0,0,0,?,S,01:41,0:00,[irq/29-ACPI:Event],
182,0.0,0.0,0,0,?,S,01:41,0:00,[irq/28-ACPI:Event],
181,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-charg],
166,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-kstrp],
160,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/15:1H-kblockd],
158,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-ipv6_],
157,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-mld],
156,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/14:2-cgroup_destroy],
155,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-acpi_],
150,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/9:1-mm_percpu_wq],
143,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/2:1-mm_percpu_wq],
142,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-kthro],
141,0.0,0.0,0,0,?,S,01:41,0:00,[ecryptfs-kthread],
20161,0.0,0.0,8676,2432,pts/2,S+,13:14,0:00,less,
